rank,level,target,english,attribution,words,contributor
938,B,کیا آپ دس بجے فارغ ہیں؟,Are you free at ten?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
939,B,کیا ہم دس بجے ملیں؟,Shall we meet at ten?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
940,B,ہم دس بجے بات کر سکتے ہیں۔,We can talk at ten.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
941,B,میں گیارہ بجے فارغ ہوں۔,I am free at eleven.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
942,B,ہم گیارہ بجے فارغ ہیں۔,We are free at eleven.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
943,B,کیا آپ گیارہ بجے فارغ ہیں؟,Are you free at eleven?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
944,B,کیا ہم گیارہ بجے ملیں؟,Shall we meet at eleven?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
945,B,ہم گیارہ بجے بات کر سکتے ہیں۔,We can talk at eleven.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
946,B,میں دو بجے فارغ ہوں۔,I am free at two.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
947,B,ہم دو بجے فارغ ہیں۔,We are free at two.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
948,B,کیا آپ دو بجے فارغ ہیں؟,Are you free at two?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
949,B,کیا ہم دو بجے ملیں؟,Shall we meet at two?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
950,B,ہم دو بجے بات کر سکتے ہیں۔,We can talk at two.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
951,B,میں تین بجے فارغ ہوں۔,I am free at three.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
952,B,ہم تین بجے فارغ ہیں۔,We are free at three.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
953,B,کیا آپ تین بجے فارغ ہیں؟,Are you free at three?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
954,B,کیا ہم تین بجے ملیں؟,Shall we meet at three?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
955,B,ہم تین بجے بات کر سکتے ہیں۔,We can talk at three.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
956,B,میں چار بجے فارغ ہوں۔,I am free at four.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
957,B,ہم چار بجے فارغ ہیں۔,We are free at four.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
958,B,کیا آپ چار بجے فارغ ہیں؟,Are you free at four?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
959,B,کیا ہم چار بجے ملیں؟,Shall we meet at four?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
960,B,ہم چار بجے بات کر سکتے ہیں۔,We can talk at four.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
961,B,میں پانچ بجے فارغ ہوں۔,I am free at five.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
962,B,ہم پانچ بجے فارغ ہیں۔,We are free at five.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
963,B,کیا آپ پانچ بجے فارغ ہیں؟,Are you free at five?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
964,B,کیا ہم پانچ بجے ملیں؟,Shall we meet at five?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
965,B,ہم پانچ بجے بات کر سکتے ہیں۔,We can talk at five.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
966,B,میں چھ بجے فارغ ہوں۔,I am free at six.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
967,B,ہم چھ بجے فارغ ہیں۔,We are free at six.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
968,B,کیا آپ چھ بجے فارغ ہیں؟,Are you free at six?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
969,B,کیا ہم چھ بجے ملیں؟,Shall we meet at six?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
970,B,ہم چھ بجے بات کر سکتے ہیں۔,We can talk at six.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
971,B,میں سات بجے فارغ ہوں۔,I am free at seven.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
972,B,ہم سات بجے فارغ ہیں۔,We are free at seven.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
973,B,کیا آپ سات بجے فارغ ہیں؟,Are you free at seven?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
974,B,کیا ہم سات بجے ملیں؟,Shall we meet at seven?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
975,B,ہم سات بجے بات کر سکتے ہیں۔,We can talk at seven.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
976,A,جی ہاں۔,Yes.,Original controlled learner sentence — UALIS Publishing v1.0.,1,
977,A,نہیں، شکریہ۔,"No, thank you.",Original controlled learner sentence — UALIS Publishing v1.0.,3,
978,A,بہت شکریہ۔,Thank you very much.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
979,A,کوئی بات نہیں۔,No problem.,Original controlled learner sentence — UALIS Publishing v1.0.,2,
980,A,معاف کیجیے۔,Excuse me.,Original controlled learner sentence — UALIS Publishing v1.0.,2,
981,A,مجھے سمجھ نہیں آئی۔,I didn't understand.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
982,A,اب مجھے سمجھ آ گئی ہے۔,Now I understand.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
983,B,معاف کیجیے، دوبارہ کہیے۔,"Sorry, please say that again.",Original controlled learner sentence — UALIS Publishing v1.0.,5,
984,B,ذرا آہستہ بولیے۔,Please speak a little more slowly.,Original controlled learner sentence — UALIS Publishing v1.0.,6,
985,B,کیا یہاں کوئی انگریزی بولتا ہے؟,Does anyone here speak English?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
986,B,مجھے تھوڑی سی اردو آتی ہے۔,I speak a little Urdu.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
987,A,اس کا مطلب کیا ہے؟,What does that mean?,Original controlled learner sentence — UALIS Publishing v1.0.,4,
988,B,اسے اردو میں کیا کہتے ہیں؟,What do you call this in Urdu?,Original controlled learner sentence — UALIS Publishing v1.0.,7,
989,A,براہِ کرم یہ لکھ دیجیے۔,Please write this down.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
990,B,مجھے راستہ معلوم نہیں۔,I don't know the way.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
991,A,مجھے مدد چاہیے۔,I need help.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
992,A,ایمرجنسی ہے۔,It's an emergency.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
993,A,ڈاکٹر کو بلائیے۔,Call a doctor.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
994,A,پولیس کو بلائیے۔,Call the police.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
995,A,میں ٹھیک ہوں۔,I'm fine.,Original controlled learner sentence — UALIS Publishing v1.0.,2,
996,A,ہم تیار ہیں۔,We're ready.,Original controlled learner sentence — UALIS Publishing v1.0.,2,
997,A,ابھی وقت ہے۔,There is still time.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
998,B,جلدی کی ضرورت نہیں ہے۔,There's no need to hurry.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
999,A,ہم بعد میں بات کریں گے۔,We'll talk later.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
1000,A,خدا حافظ۔,Goodbye.,Original controlled learner sentence — UALIS Publishing v1.0.,1,
