rank,front,normalized_front,en,fr,ur,definition_en,example_ar,example_en,root,related,front_token_count,front_calima_coverage,front_unanalyzed_tokens,example_token_count,example_calima_coverage,example_unanalyzed_tokens,flags,status
70,مِنْ نَاحِيَةٍ جَوْهَرِيَّةٍ,من ناحية جوهرية,essentially / fundamentally,essentiellement / fondamentalement,بنیادی طور پر,Phrase used to focus on the most important or core aspect of a matter.,المَشْرُوعُ جَيِّدٌ مِنْ نَاحِيَةٍ جَوْهَرِيَّةٍ.,The project is good essentially.,— (multiword expression; no single lexical root),"أَسَاسًا, جَوْهَرِيًّا",3,1.000,,5,1.000,,,structurally_verified
71,فِي نِهَايَةِ الأَمْرِ,في نهاية الأمر,ultimately / in the end,en fin de compte / finalement,آخرکار / قصہ مختصر,Phrase used to describe the final outcome after all factors have been considered.,فِي نِهَايَةِ الأَمْرِ، سَنَنْجَحُ.,"Ultimately, we will succeed.",— (multiword expression; no single lexical root),"أَخِيرًا, فِي المَحَصِّلَةِ",3,1.000,,4,1.000,,,structurally_verified
72,بِغَضِّ النَّظَرِ عَنِ النَّتَائِجِ,بغض النظر عن النتائج,regardless of the results,quels que soient les résultats,نتائج سے قطع نظر,Phrase indicating that an action will be taken irrespective of what the outcome might be.,سَنُحَاوِلُ بِغَضِّ النَّظَرِ عَنِ النَّتَائِجِ.,We will try regardless of the results.,— (multiword expression; no single lexical root),"مَهْمَا كَانَتِ النَّتَائِجُ, دُونَ اعْتِبَارٍ لِلنَّتَائِجِ",4,1.000,,5,1.000,,,structurally_verified
73,عَلَى وَشْكِ,على وشك,on the verge of / about to,sur le point de / à la veille de,کے قریب / ہونے والا ہے,Prepositional phrase indicating that an action is very close to happening.,هُوَ عَلَى وَشْكِ الوُصُولِ.,He is about to arrive.,— (multiword expression; no single lexical root),"قَرِيبًا جِدًّا, كَادَ أَنْ",2,1.000,,4,1.000,,,structurally_verified
74,بِمَحْضِ الصُّدْفَةِ,بمحض الصدفة,by pure chance / accidentally,par pur hasard,محض اتفاق سے,Emphatic phrase used to indicate that something happened entirely without planning.,نَجَحَ بِمَحْضِ الصُّدْفَةِ.,He succeeded by pure chance.,— (multiword expression; no single lexical root),"بِالمُصَادَفَةِ, دُونَ قَصْدٍ",2,1.000,,3,1.000,,,structurally_verified
75,فِي حِينِ أَنَّ,في حين أن,while / whereas / at a time when,alors que / tandis que,جبکہ,Conjunction used to highlight a contrast between two simultaneous facts or situations.,هُوَ يَعْمَلُ، فِي حِينِ أَنَّ أَخَاهُ يَلْعَبُ.,"He works, while his brother plays.",— (multiword expression; no single lexical root),"بَيْنَمَا, رَغْمَ أَنَّ",3,1.000,,7,1.000,,,structurally_verified
76,عَلَى مَدَى القَرْنِ,على مدى القرن,over the course of the century,au cours du siècle,صدی کے دوران,Temporal phrase used to describe developments or trends that spanned a hundred years.,تَطَوَّرَتِ التِّكْنُولُوجِيَا عَلَى مَدَى القَرْنِ.,Technology evolved over the course of the century.,— (multiword expression; no single lexical root),"طِوَالَ القَرْنِ, خِلَالَ القَرْنِ",3,1.000,,5,1.000,,,structurally_verified
77,بِغَرَضِ التَّجْرِبَةِ,بغرض التجربة,for the purpose of experimentation / as a trial,à des fins d'expérimentation / à titre d'essai,تجربے کی غرض سے,Phrase used when an action is performed to test a theory or a method.,سَنُجَرِّبُ هَذَا بِغَرَضِ التَّجْرِبَةِ.,We will try this as a trial.,— (multiword expression; no single lexical root),"لِلتَّجْرِبَةِ, عَلَى سَبِيلِ المِثَالِ",2,1.000,,4,1.000,,,structurally_verified
78,فِي غَمْرَةِ الأَحْدَاثِ,في غمرة الأحداث,in the midst of events / during the turmoil,au cœur des événements / au milieu de l'agitation,واقعات کی بھرمار میں / ہنگاموں کے دوران,Idiomatic expression describing a situation in the middle of busy or chaotic occurrences.,نَسِيَ نَفْسَهُ فِي غَمْرَةِ الأَحْدَاثِ.,He forgot himself in the midst of events.,— (multiword expression; no single lexical root),"فِي خِضَمِّ الأَحْدَاثِ, بَيْنَ الأَحْدَاثِ",3,1.000,,5,1.000,,,structurally_verified
79,بِمَا لَا يَقْبَلُ التَّأْوِيلَ,بما لا يقبل التأويل,unambiguous / leaving no room for interpretation,sans équivoque / ne prêtant pas à interprétation,غیر مبہم / جس کی کوئی اور تاویل نہ ہو سکے,Phrase used to describe a statement or fact that is clear and has only one possible meaning.,كَانَ قَرَارُهُ بِمَا لَا يَقْبَلُ التَّأْوِيلَ.,His decision was unambiguous.,— (multiword expression; no single lexical root),"وَاضِحٌ تَمَامًا, قَطْعِيٌّ",4,1.000,,6,1.000,,,structurally_verified
80,مِنَ الصَّعْبِ تَصَدِّيقُهُ,من الصعب تصديقه,hard to believe,difficile à croire,یقین کرنا مشکل ہے,Phrase used when a fact or story is so extraordinary or unlikely that it challenges belief.,هَذَا الخَبَرُ مِنَ الصَّعْبِ تَصَدِّيقُهُ.,This news is hard to believe.,— (multiword expression; no single lexical root),"لَا يُصَدَّقُ, عَجِيبٌ",3,1.000,,5,1.000,,,structurally_verified
81,عَلَى نِطَاقٍ وَاسِعٍ,على نطاق واسع,on a large scale / widespread,à grande échelle / sur une large échelle,بڑے پیمانے پر,Phrase describing something that occurs over a significant area or involves many people.,اِنْتَشَرَ المَرَضُ عَلَى نِطَاقٍ وَاسِعٍ.,The disease spread on a large scale.,— (multiword expression; no single lexical root),"بِشَكْلٍ كَبِيرٍ, عُمُومِيٌّ",3,1.000,,5,1.000,,,structurally_verified
82,فِي هَذَا الشَّأْنِ,في هذا الشأن,in this regard / regarding this matter,à ce sujet / à cet égard,اس معاملے میں,Phrase used to connect a statement to the specific issue or business being discussed.,مَا هُوَ رَأْيُكَ فِي هَذَا الشَّأْنِ؟,What is your opinion in this regard?,— (multiword expression; no single lexical root),"بِهَذَا الخُصُوصِ, فِي هَذَا المَوْضُوعِ",3,1.000,,6,1.000,,,structurally_verified
83,بِدُونِ سَابِقِ إِنْذَارٍ,بدون سابق إنذار,without prior warning / suddenly,sans préavis / sans avertissement préalable,بغیر کسی پیشگی اطلاع کے,Phrase used when an event occurs unexpectedly and without any signs leading up to it.,اِسْتَقَالَ بِدُونِ سَابِقِ إِنْذَارٍ.,He resigned without prior warning.,— (multiword expression; no single lexical root),"فَجْأَةً, دُونَ مَوْعِدٍ",3,1.000,,4,1.000,,,structurally_verified
84,مِنْ نَاحِيَةٍ مَبْدَئِيَّةٍ,من ناحية مبدئية,fundamentally / in principle,en principe / fondamentalement,اصولی طور پر,Phrase focusing on the core principles or basics of an agreement or idea.,هُوَ مُوَافِقٌ مِنْ نَاحِيَةٍ مَبْدَئِيَّةٍ.,He agrees in principle.,— (multiword expression; no single lexical root),"مَبْدَئِيًّا, نَظَرِيًّا",3,1.000,,5,1.000,,,structurally_verified
85,فِي آخِرِ لَحْظَةٍ,في آخر لحظة,at the last moment,au dernier moment,آخری لمحے میں,Phrase indicating that an action occurred just before a deadline or a critical point.,أَلْغَى الرِّحْلَةَ فِي آخِرِ لَحْظَةٍ.,He canceled the trip at the last moment.,— (multiword expression; no single lexical root),"فِي النِّهَايَةِ, قَبْلَ فَوَاتِ الأَوَانِ",3,1.000,,5,1.000,,,structurally_verified
86,بِغَضِّ النَّظَرِ عَنِ الظُّرُوفِ,بغض النظر عن الظروف,regardless of the circumstances,quelles que soient les circonstances,حالات سے قطع نظر,Phrase asserting that an action holds true or will be taken no matter what the environment or conditions are.,سَنُوَاصِلُ بِغَضِّ النَّظَرِ عَنِ الظُّرُوفِ.,We will continue regardless of the circumstances.,— (multiword expression; no single lexical root),"مَهْمَا كَانَتِ الظُّرُوفُ, رَغْمَ كُلِّ شَيْءٍ",4,1.000,,5,1.000,,,structurally_verified
87,عَلَى حَافَّةِ,على حافة,on the edge of / on the brink of,au bord de / sur le point de,کے کنارے پر / کے دہانے پر,Prepositional phrase indicating proximity to a physical edge or a figurative crisis/change.,عَلَى حَافَّةِ الهاوِيَةِ.,On the edge of the abyss.,— (multiword expression; no single lexical root),"عَلَى وَشْكِ, قُرْبَ",2,1.000,,3,1.000,,,structurally_verified
88,بِمَحْضِ إِرَادَتِهِ,بمحض إرادته,of his own free will / voluntarily,de son plein gré / volontairement,اپنی مرضی سے,Phrase emphasizing that an action was taken without any external compulsion or force.,تَرَكَ العَمَلَ بِمَحْضِ إِرَادَتِهِ.,He left the job of his own free will.,— (multiword expression; no single lexical root),"طَوْعًا, بِإِرَادَتِهِ المُنْفَرِدَةِ",2,1.000,,4,1.000,,,structurally_verified
89,فِي حَالَةِ مَا إِذَا,في حالة ما إذا,in case / if it happens that,au cas où / dans l'éventualité où,ایسی صورت میں اگر,Conditional phrase used to introduce a potential future scenario and the corresponding response.,اِتَّصِلْ بِي فِي حَالَةِ مَا إِذَا احْتَجْتَ شَيْئًا.,Call me in case you need something.,— (multiword expression; no single lexical root),"إِذَا, فِي حَالِ",4,1.000,,8,1.000,,,structurally_verified
90,بِمَا أَنَّنَا,بما أننا,since we / because we,puisque nous / comme nous,چونکہ ہم,Conjunction phrase used to introduce a reason or context specifically involving the speaker and others.,بِمَا أَنَّنَا هُنَا، فَلْنَبْدَأْ.,"Since we are here, let's begin.",— (multiword expression; no single lexical root),"لِأَنَّنَا, حَيْثُ إِنَّنَا",2,1.000,,4,1.000,,,structurally_verified
91,مِنْ نَاحِيَةٍ عَمَلِيَّةٍ,من ناحية عملية,practically / from a practical standpoint,d'un point de vue pratique / pratiquement,عملی طور پر,Phrase used to evaluate a situation based on real-world application rather than theory.,هَذَا صَعْبٌ مِنْ نَاحِيَةٍ عَمَلِيَّةٍ.,This is difficult practically.,— (multiword expression; no single lexical root),"فِعْلِيًّا, وَاقِعِيًّا",3,1.000,,5,1.000,,,structurally_verified
92,بِغَرَضِ التَّطْوِيرِ,بغرض التطوير,for the purpose of development / for improvement,dans un but de développement / pour s'améliorer,ترقی کی غرض سے,Phrase used when an action is taken to advance or upgrade a system or skill.,نَعْمَلُ بِغَرَضِ التَّطْوِيرِ.,We work for the purpose of development.,— (multiword expression; no single lexical root),"لِلتَّحْسِينِ, لِلنُّمُوِّ",2,1.000,,3,1.000,,,structurally_verified
93,عَلَى مَدَى الأَيَّامِ,على مدى الأيام,over the days / day after day,au fil des jours,جوں جوں دن گزرتے گئے,Temporal phrase describing a gradual process or a repeated action over a short period of time.,تَعَلَّمْتُ كَثِيرًا عَلَى مَدَى الأَيَّامِ.,I learned a lot over the days.,— (multiword expression; no single lexical root),"يَوْمًا بَعْدَ يَوْمٍ, طِوَالَ الوَقْتِ",3,1.000,,5,1.000,,,structurally_verified
94,بِمَا فِيهِ الكِفَايَةُ,بما فيه الكفاية,sufficiently / enough,suffisamment / assez,ضرورت کے مطابق / کافی حد تک,Phrase indicating that a quantity or degree is adequate for the situation.,نِمْتُ بِمَا فِيهِ الكِفَايَةُ.,I slept sufficiently.,— (multiword expression; no single lexical root),"كَثِيرًا, بِمَا يَكْفِي",3,1.000,,4,1.000,,,structurally_verified
