rank,front,meaning,pos,frequency,cle_wordnet,cle_closed_class,readurdu_entry,kaikki_entry,semantic_source,source,legacy_crosscheck,kaikki_crosscheck,freedict_crosscheck,meaning_selection
101,لوگ,"people; class, caste; folk; family",noun,15103,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"people; class, caste; folk; family",,kaikki
102,لے,take; take! (form/stem of لینا),verb,15060,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,stem; second-person singular present imperative; second/third-person singular present subjunctive,,explicit_high_risk_review
103,استعمال,"use, usage, utilisation, employment",noun,14892,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"use, usage, utilisation, employment",,kaikki
104,مدد,"aid, relief; supply, aid; reinforcement",noun,14881,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"aid, relief; supply, aid; reinforcement",,kaikki
105,میل,mile; inclination/affinity; dirt/grime (different senses),noun,14694,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"desire, interest; dirt, filth, scum; crookedness, curve",,explicit_high_risk_review
106,پیدا,"born; arisen, created",adj,14434,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"born; arisen, created",,kaikki
107,بے,"not, non, un-, in-, dis-, ir, -less, im-; the name of the second letter of the Perso-Arabic alphabet, ب (b)",adj|noun,14250,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"not, non, un-, in-, dis-, ir, -less, im-; the name of the second letter of the Perso-Arabic alphabet, ب (b)",,kaikki
108,دوسرے,"second, other (plural)",closed-class,14227,False,True,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,existing_candidate_fallback
109,روپے,rupees; rupee (oblique/vocative singular),noun,14043,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,direct plural; oblique/vocative singular,,explicit_high_risk_review
110,ضرورت,"necessity, need, requirement",noun,14000,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"necessity, need, requirement",,kaikki
111,اے,O!; hey! (vocative particle),particle,13987,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,vocative particle: O!,,explicit_high_risk_review
112,تین,three,num,13858,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,three,,kaikki
113,پیش,in front; presented; the damma diacritic,adj|noun,13775,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,in front; presented; the damma diacritic,,kaikki
114,مختلف,other; opposed; various,adj,13730,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,other; opposed; various,,kaikki
115,کیونکہ,because,conj,13701,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,because,,kaikki
116,نام,name,noun,13697,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,name,,kaikki
117,آئی,came (feminine singular),verb,13692,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,feminine singular perfect indicative; feminine singular perfective participle,,explicit_high_risk_review
118,ہمارے,our (masculine plural/oblique),closed-class,13575,False,True,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
119,صفحہ,face; page (of a book etc.),noun,13403,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,face; page (of a book etc.),,kaikki
120,قومی,national,adj,13283,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,national,,kaikki
121,زندگی,life,noun,13271,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,life,,kaikki
122,قائم,"established; unwavering, fixed, firm",adj,13186,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"established; unwavering, fixed, firm",,kaikki
123,آج,today,adv|noun,13123,True,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,today,,kaikki
124,پانی,"water; alcohol; tear, sweat",noun,13090,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"water; alcohol; tear, sweat",,kaikki
125,عوام,"crowd; public; masses, common folk, laity",noun,13014,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"crowd; public; masses, common folk, laity",,kaikki
126,عمل,"effect; process; action, deed",noun,13000,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"effect; process; action, deed",,kaikki
127,حسین,"a handsome man; beautiful, handsome; a male given name, Hussain or Husain, from Arabic",adj|name|noun,12977,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"a handsome man; beautiful, handsome; a male given name, Hussain or Husain, from Arabic",,kaikki
128,دوران,during; duration; course/period,content word,12921,True,False,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
129,پاکستانی,Pakistani (person); Pakistani (of or relating to Pakistan),adj|noun,12863,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,Pakistani (person); Pakistani (of or relating to Pakistan),,kaikki
130,شاہ,king; shah,noun,12749,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,king; shah,,kaikki
131,سو,"hundred; so, hence; therefore",adv|num,12604,True,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"hundred; so, hence; therefore",,kaikki
132,بڑی,feminine of بَڑا (baṛā),adj,12409,True,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,feminine of بَڑا (baṛā),,kaikki
133,خود,"reflexive pronoun: oneself, one's own",pron,12394,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"reflexive pronoun: oneself, one's own",,kaikki
134,مجھے,dative/accusative of میں (ma͠i),pron,12353,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,dative/accusative of میں (ma͠i),,kaikki
135,ایسے,such; like this; in this way,closed-class,12310,False,True,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
136,جاری,"running, flowing; continuing, continuous, proceeding, prevailing",adj,12236,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"running, flowing; continuing, continuous, proceeding, prevailing",,kaikki
137,فلم,"film, movie",noun,12236,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"film, movie",,kaikki
138,موجود,"existing; ready, willing; available, obtainable",adj,12230,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"existing; ready, willing; available, obtainable",,kaikki
139,دن,time; age; era; day; occasion,noun,12221,True,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,time; age; era; day; occasion,,kaikki
140,کھیل,"an easy task; scheme, plan; game, sport; fun",noun,12213,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"an easy task; scheme, plan; game, sport; fun",,kaikki
141,بلکہ,"moreover; rather, but",adv,12040,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"moreover; rather, but",,kaikki
142,نظر,"eye; supervision; look, gaze, glance",noun,11990,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"eye; supervision; look, gaze, glance",,kaikki
143,گھر,"house, home; place, abode",noun,11973,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"house, home; place, abode",,kaikki
144,ممالک,countries,noun,11902,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,plural of مَمْلُکَت /مَمْلَکَت (mamlukat) and مُلْک (mulk),,explicit_high_risk_review
145,جہاں,where; beloved,adv|noun,11692,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,where; beloved,,kaikki
146,کہنا,to say; to tell; to speak,verb,11631,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,to say; to tell; to speak,,kaikki
147,میرے,my; mine (masculine plural/oblique),closed-class,11590,False,True,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
148,علاقوں,"oblique plural of عِلاقَہ ('ilāqa, “area”)",noun,11538,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"oblique plural of عِلاقَہ ('ilāqa, “area”)",,kaikki
149,مگر,but; unless; however,conj|noun,11500,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,but; unless; however,,kaikki
150,پاس,nearby,adv|noun,11309,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,nearby,,kaikki
151,بنا,"mason, builder; basis, foundation; without, prepared without",noun|prep,11234,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"mason, builder; basis, foundation; without, prepared without",,kaikki
152,ہزار,thousand,num,11152,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,thousand,,kaikki
153,تعلیم,"education; training, practice; teaching, instruction",noun,11132,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"education; training, practice; teaching, instruction",,kaikki
154,بڑے,big; large; great (masculine plural/oblique),adj,11090,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,direct masculine plural; oblique masculine singular/plural,,explicit_high_risk_review
