rank,front,meaning,frequency_evidence,frequency_source,evidence_tier,iwn_en_english_ids,iwn_en_direct_sense_count,selected_direct_sense_count,indowordnet_lemma,kaikki_meaning,readurdu_meaning,word2word_meaning,external_selector_score,semantic_basis
1107,ریکارڈ,record; record book; book,2835,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6548273|13422040,2,2,False,,record,records; RECORDED; record; wrongs; indicate,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1108,مالی,gardener; nurseryman,2819,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9969817,4,1,True,,"s.m. The caste of gardeners; a man of that caste, a gardener, a florist",Financed; collect; N; D; B,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1109,تلاش,discovery; find; uncovering; search; hunt; hunting,2816,CLE Urdu top-5000 frequency list,A_direct_iwn_en,41548|931543,4,2,False,,(prob.,find; Find; looking; search; searching,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1110,ڈال,limb; tree branch,2802,CLE Urdu top-5000 frequency list,A_direct_iwn_en,12993746,1,1,False,,"branch, bough",put; Put; putting; PUT; mouth,1,IWN-En Direct manual link (single direct sense)
1111,اہتمام,agreement; arrangement,2792,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5723757,4,1,False,,"s.m. Solicitude, care, anxiety, diligence; inspection, supervision, management, superintendence, charge: —…",frame; ambush; arranged; said; show,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1112,گورنر,governor,2777,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9989441,1,1,False,,high ranked governing official,Governor; governor; hi; The; -,2,IWN-En Direct manual link (single direct sense)
1113,وسائل,resource; accomplishment; achievement; source; equipment,2770,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5093625|33580|6585944|3259073,4,4,False,,,Damaging; environment; resources; compete; useless,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1114,فراہمی,collection; collecting; assembling; aggregation,2747,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1000048,3,1,False,,"s.f. A gathering together, collecting, assembling; collection",deliver; become; reserves; dwindling; loss,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1115,طویل,long,2728,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1486034|1496456|1490468,3,3,False,,,long; longest; taller; -Too; Taller,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1116,وسطی,in-between; mediate; middle,2722,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1055939,1,1,False,,"(rel. n. fr. wasat̤), = A وسطي wust̤ā (fem. of ausat̤, compar. and super. of wasat̤)",Middle; circuses; burying; East; empty,1,IWN-En Direct manual link (single direct sense)
1117,مجموعی,sum; total; totality; aggregate,2683,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4302138,1,1,False,,"total, overall, aggregate",grab; Let; everything; home; go,1,IWN-En Direct manual link (single direct sense)
1118,ہسپتال,hospital,2681,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7944757,1,1,False,,hospital,hospital; recall; prior; bang; noise,2,IWN-En Direct manual link (single direct sense)
1119,فنکار,artist; creative person,2677,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9667719,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
1120,مجلس,assembly; council; committee; commission; parliament,2647,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8051712|8196972|8195432|8210392|8205219,5,5,True,,(n. of place fr. جلس 'to sit'),October; bump; conversation; political; having,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1121,کوچ,coach; four-in-hand; coach-and-four; passenger car; carriage; manager; handler,2632,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3025384|3852048|9784839,5,3,True,,"s.m. Armour, mail, coat of mail, cuirass; — an amulet, a charm (part of a mantra, or a mystical verse or…",Coach; armor; coach; layer; Armor,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1122,قبائلی,tribal,2630,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3155222,2,1,True,,,Tribals; tribal; Kashmir; interesting; Miranshah,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1123,پریس,iron; smoothing iron,2628,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3545377,1,1,False,,,press; swarming; Free; Press; BAT,0,IWN-En Direct manual link (single direct sense)
1124,دلچسپی,appeal; appealingness; charm; interest; involvement,2617,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4631954|5612890,3,2,False,,interest,interested; interest; underdogs; context; ahead,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1125,رسد,commissariat; provisions; provender; viands; victuals,2616,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7469366,2,1,False,,(fr. rasīdan; see ras),supply; could; something; But; give,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1126,سعید,auspicious; profitable,2615,CLE Urdu top-5000 frequency list,A_direct_iwn_en,196664|1937354,2,2,False,,,Sayeed; phone; Roomi; Taimur; Mmm-hmm,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1127,مار,snake; serpent; ophidian; beating; thrashing; licking; drubbing; lacing; trouncing; whacking,2605,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1708301|1145664,2,2,False,,adj. &,kill; shoot; killed; kiss; weapon,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1128,سائٹ,web site; website; internet site; site,2604,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6273692,1,1,False,,,site; landing; off-site; Sherman; Resources,1,IWN-En Direct manual link (single direct sense)
1129,ووٹ,vote,2599,CLE Urdu top-5000 frequency list,A_direct_iwn_en,178680,1,1,False,,vote,voted; Michelle; Chicago; Nominated; votes,2,IWN-En Direct manual link (single direct sense)
1130,تجویز,guidance; counsel; counseling; counselling; direction; discussion; give-and-take; word; decision; determination; conclusion; marriage proposal; proposal of marriage; marriage offer; proposal; opinion,2590,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6561929|7042535|159452|7063118|5870143|5723407,6,6,False,,"s.f. Permitting, allowing; approving; permission; approbation; inquiring into, examining, considering;…",idea; suggestion; humble; adviser; affair,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1131,کرنی,trowel,2563,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4436385,1,1,True,,"s.f. An action, act, deed, doing; business",talk; gotta; speak; hurry; breathe,0,IWN-En Direct manual link (single direct sense)
1132,پہنچا,wrist; carpus; wrist joint; radiocarpal joint; articulatio radiocarpea,2548,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5515574,1,1,False,,"s.m. The fore-arm, the wrist.",hid; hurting; reached; damaged; cargo,1,IWN-En Direct manual link (single direct sense)
1133,کیمپ,campsite; campground; camping site; camping ground; bivouac; encampment; camping area; camp; cantonment,2546,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8400049|2916454|8362757|2917007|2916789,5,5,True,,,camp; exiting; Oscar; five-two; overboard,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1134,اسٹاف,staff; faculty,2533,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8173802|8324833,2,2,False,,,Staff; AWOL; ;; CNN; earlier,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1135,فرق,gap; spread; difference,2529,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4697001|4692996,4,2,False,,(inf. n. of فرق 'to make a separation or distinction' (between)),matter; difference; probability; changes; Right,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1136,سروس,Service; Robert William Service,2507,CLE Urdu top-5000 frequency list,A_direct_iwn_en,11129692|572096|8073169,4,3,False,,"service; duty, work",service; SERVICE; Service; Secret; WENT,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1137,کمپنی,company,2481,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7948427,1,1,False,,company,company; named; affidavit; separation; confirming,2,IWN-En Direct manual link (single direct sense)
1138,کمیشن,committee; commission,2481,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8210392,2,1,False,,,commission; joins; Our; investigations; Europol,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1139,اندازہ,guess; conjecture; supposition; surmise; surmisal; speculation; hypothesis; evaluation; valuation; rating; estimate; estimation,2455,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6691824|5665507|863077,6,3,False,,"estimate, guess (a rough calculation that approximates the actual value); hypothesis (a conjecture to the cause or purpose of something)",idea; no; clue; Do; sir,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1140,تباہی,destruction; demolition; wipeout; sabotage,2450,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7233906|1229212,2,2,False,,"s.f. Ruin, wreck, destruction, perdition; wretchedness, misery; wickedness, depravity: — tabāhī-zada",THE; DEVASTATION; destruction; SO; DISTRACTION,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1141,سٹی,market; marketplace,2444,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1082610,1,1,False,,,LAKE; HAVASU; NEEDLES; BLYTHE; LAUGHLIN,0,IWN-En Direct manual link (single direct sense)
1142,طالب,desirous; wishful,2424,CLE Urdu top-5000 frequency list,A_direct_iwn_en,926497,1,1,True,,seeker (طالب علم = student),student; Hampshire; Twenty-six; Med; kid,0,IWN-En Direct manual link (single direct sense)
1143,لگایا,planted,2391,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1896985,1,1,False,,,pocketed; Huh; intel; branch; planted,1,IWN-En Direct manual link (single direct sense)
1144,مظفر,hold; beatable; vanquishable; vincible; winner; victor,2388,CLE Urdu top-5000 frequency list,A_direct_iwn_en,599404|599404|10621801,3,3,False,,"(pass. part. of ظفّر 'to cause to be successful, or victorious,' ii of ظفر 'to be successful,' &c.), part.…",,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1145,مارکیٹ,market,2372,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8310573,3,1,False,,market,market; heading; east; black; sold,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1146,بیرونی,epidermis; cuticle,2370,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5177659,4,1,False,,"adj. Outer, external, &c. = bāharī, q.v",outer; uncommunicative; outsider; wonders; plans,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1147,کورٹ,court; courtroom; royal court,2358,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3088785|8214725|7942339,3,3,False,,court,court-martial; Court; Refuse; recourse; duration,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1148,نکل,nickel; Ni; atomic number 28,2346,CLE Urdu top-5000 frequency list,A_direct_iwn_en,14452673,1,1,False,,"s.m. (f. -ī), The mungoose, Viverra ichneumon (i.q. newal",Get; OUT; GET; out; nickel,1,IWN-En Direct manual link (single direct sense)
1149,مقابلہ,contest; competition,2344,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7354340|13654095,4,2,False,,"(for A. مقابلة muqābalat, inf. n. of قابل 'to stand over against, to face,' &c., iii of قبل 'to look to the…",competition; contest; Like; fight; 1200,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1150,مقام,position; place,2341,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8501323|5542326,9,2,False,,"(inf. n., and n. of place, of قام (for قوم) 'to stay, stop,' &c.)",location; positions; occupy; once; centers,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1151,ڈائریکٹر,director; manager; managing director; film director,2338,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9866212|9938149,2,2,False,,,director; Director; Deputy; General; Moreira,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1152,گرد,haze; dust; master; professional,2337,CLE Urdu top-5000 frequency list,A_direct_iwn_en,11300795|14644349|10144811,3,3,False,,part.,terrorist; Sun; AROUND; moving; Circle,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1153,رانا,Rana; genus Rana,2329,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1622384,1,1,False,,"s.m. Title of a prince or rājā (among Hindūs, esp. Rājpūts); name of a tribe of Rājpūts",,0,IWN-En Direct manual link (single direct sense)
1154,میڈیکل,medical,2322,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2845379,1,1,False,medical,,,1,IWN-En Direct manual link (single direct sense)
1155,اہل,able; capable; talented; gifted; employable,2316,CLE Urdu top-5000 frequency list,A_direct_iwn_en,535778|1162038|903955,3,3,False,,"s.m. People, person, member, or individual (belonging to any particular person, house, place, order or…",eligible; families; last; Every; York,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1156,تیزی,inflation; rising prices; speed; velocity; acuteness; acuity; sharpness; keenness; resentment; bitterness; gall; rancor; rancour; agility; legerity; lightness,2316,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13325078|15082034|5550919|7446390|4945145|4977386|550265|5000068,8,8,True,,(see tez),fast; faster; damn; Han; em,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1157,کیو,Kyyiv; Kiev; capital of the Ukraine,2306,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8886975,1,1,True,,the English letter Q (in acronyms),cue; barbecue; BQE; course; faster,0,IWN-En Direct manual link (single direct sense)
1158,شریک,combined; concerted; conjunct; conjunctive; cooperative; united; partner,2293,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2188337|10247128,2,2,False,,2001 American film directed by Andrew Adamson and Vicky Jenson,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1159,صدارت,chairmanship; presidency; presidentship; leadership; leading,2283,CLE Urdu top-5000 frequency list,A_direct_iwn_en,584622|591382|1240715,3,3,False,,"(for A. صدارة, v.n. fr. صدر; see ṣadr)",,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
